,title,company,location,job_desc,date_posted,date_scrapped,salary,job_url
17,Data Science & Analytics,Amazon.com Services LLC,+126 locationsRemote,"As much as you’re a master at rigorous mining, culling and interpretation of big data, you’re equally at task to glean small but meaningful data insights and…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
18,Data Mentor (Part-time),Amazon.com Services LLC,+126 locationsRemote,Helping fellows optimize everything from their resumes to data science projects.3+ years of experience in the technology industry or in a related field as a…,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
19,Manager - Data Science,Amazon.com Services LLC,+126 locationsRemote,The Data Science team within FedEx Ground’s Financial Planning & Analysis department focuses on the following data science and machine learning applications:,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
20,"Data Analyst, Quality Data Science",Amazon.com Services LLC,+126 locationsRemote,Develop queries using SQL to aggregate and process data across multiple data sources.3+ years working experience as a data analyst or business data analyst.,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
21,Seasonal Assistant - Data Analyst,Amazon.com Services LLC,+126 locationsRemote,"Create new automation solutions for business data needs.The position will assist data-driven initiatives which primarily support Ticketing, Corporate…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
22,Data Science/ML Analyst - IPSA 9,Amazon.com Services LLC,+126 locationsRemote,"Knowledge of data science, skills to develop data management tools, organize and maintain databases and operate data visualization technologies.",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
23,Data Science Associate (Remote),Amazon.com Services LLC,+126 locationsRemote,"Bachelor/Master Degree students pursuing degrees in data science, statistics, applied math, computer science, engineering or other quantitative fields providing…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
24,newFAST Data Science Associate,Amazon.com Services LLC,+126 locationsRemote,"Unifying data and analytics talent across Chase, the team encompasses a variety of Data & Analytics disciplines, from data governance and data strategy…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
25,newRemote Data Scientist,Amazon.com Services LLC,+126 locationsRemote,"2 years of experience in data science, software engineering, analytics, and/or data production.Handles raw data and analyzes data through the application of…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
26,Research Engineer – Data Science,Amazon.com Services LLC,+126 locationsRemote,Scientifically analyze data provided from tests and experiments to gather knowledge and understanding of the subject of research.,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
27,Junior Data Scientist - Rockefeller Neuroscience Institute,Amazon.com Services LLC,+126 locationsRemote,Support the development of custom data models and algorithm on large data sets.This position will assist the data science team to carry out research and…,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
28,Part-Time Student-Data Analytics-Remote,Amazon.com Services LLC,+126 locationsRemote,"Identify business improvement projects through data analytics of key data streams like warranty, field & lab test, vehicle telematics, manufacturing data and…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
29,"Assistant Director, Data Science",Amazon.com Services LLC,+126 locationsRemote,"This role requires creative problem solving and the application of data science techniques to challenging problems, particularly focused on isolating causal…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
30,"ML Data Linguist , Search Science and AI",Amazon.com Services LLC,+126 locationsRemote,Handle data annotation and data analysis requests from multiple stakeholders with high efficiency and quality in a fast paced environment.,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
31,Data Scientist,Amazon.com Services LLC,+126 locationsRemote,Contribute to key interdisciplinary data science projects to create novel scientific and business insights by deploying the analytics model framework on a…,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
32,Data Science & Analytics,Amazon.com Services LLC,+126 locationsRemote,"As much as you’re a master at rigorous mining, culling and interpretation of big data, you’re equally at task to glean small but meaningful data insights and…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
33,Data Mentor (Part-time),Amazon.com Services LLC,+126 locationsRemote,Helping fellows optimize everything from their resumes to data science projects.3+ years of experience in the technology industry or in a related field as a…,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
34,Manager - Data Science,Amazon.com Services LLC,+126 locationsRemote,The Data Science team within FedEx Ground’s Financial Planning & Analysis department focuses on the following data science and machine learning applications:,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
35,"Data Analyst, Quality Data Science",Amazon.com Services LLC,+126 locationsRemote,Develop queries using SQL to aggregate and process data across multiple data sources.3+ years working experience as a data analyst or business data analyst.,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
36,Seasonal Assistant - Data Analyst,Amazon.com Services LLC,+126 locationsRemote,"Create new automation solutions for business data needs.The position will assist data-driven initiatives which primarily support Ticketing, Corporate…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
37,Data Science/ML Analyst - IPSA 9,Amazon.com Services LLC,+126 locationsRemote,"Knowledge of data science, skills to develop data management tools, organize and maintain databases and operate data visualization technologies.",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
38,Data Science Associate (Remote),Amazon.com Services LLC,+126 locationsRemote,"Bachelor/Master Degree students pursuing degrees in data science, statistics, applied math, computer science, engineering or other quantitative fields providing…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
39,newFAST Data Science Associate,Amazon.com Services LLC,+126 locationsRemote,"Unifying data and analytics talent across Chase, the team encompasses a variety of Data & Analytics disciplines, from data governance and data strategy…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
40,newRemote Data Scientist,Amazon.com Services LLC,+126 locationsRemote,"2 years of experience in data science, software engineering, analytics, and/or data production.Handles raw data and analyzes data through the application of…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
41,Research Engineer – Data Science,Amazon.com Services LLC,+126 locationsRemote,"Scientifically analyze data provided from tests and experiments to gather knowledge and understanding of the subject of research.Honda Dev. and Mfg of Am.,LLC.",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
42,Junior Data Scientist - Rockefeller Neuroscience Institute,Amazon.com Services LLC,+126 locationsRemote,Support the development of custom data models and algorithm on large data sets.This position will assist the data science team to carry out research and…,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
43,Part-Time Student-Data Analytics-Remote,Amazon.com Services LLC,+126 locationsRemote,"Identify business improvement projects through data analytics of key data streams like warranty, field & lab test, vehicle telematics, manufacturing data and…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
44,"Assistant Director, Data Science",Amazon.com Services LLC,+126 locationsRemote,"This role requires creative problem solving and the application of data science techniques to challenging problems, particularly focused on isolating causal…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
45,"ML Data Linguist , Search Science and AI",Amazon.com Services LLC,+126 locationsRemote,Handle data annotation and data analysis requests from multiple stakeholders with high efficiency and quality in a fast paced environment.,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
46,Data Scientist,Amazon.com Services LLC,+126 locationsRemote,Contribute to key interdisciplinary data science projects to create novel scientific and business insights by deploying the analytics model framework on a…,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
47,Data Science & Analytics,Amazon.com Services LLC,+126 locationsRemote,"As much as you’re a master at rigorous mining, culling and interpretation of big data, you’re equally at task to glean small but meaningful data insights and…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
48,Data Mentor (Part-time),Amazon.com Services LLC,+126 locationsRemote,Helping fellows optimize everything from their resumes to data science projects.3+ years of experience in the technology industry or in a related field as a…,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
49,Manager - Data Science,Amazon.com Services LLC,+126 locationsRemote,The Data Science team within FedEx Ground’s Financial Planning & Analysis department focuses on the following data science and machine learning applications:,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
50,"Data Analyst, Quality Data Science",Amazon.com Services LLC,+126 locationsRemote,Develop queries using SQL to aggregate and process data across multiple data sources.3+ years working experience as a data analyst or business data analyst.,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
51,Seasonal Assistant - Data Analyst,Amazon.com Services LLC,+126 locationsRemote,"Create new automation solutions for business data needs.The position will assist data-driven initiatives which primarily support Ticketing, Corporate…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
52,Data Science/ML Analyst - IPSA 9,Amazon.com Services LLC,+126 locationsRemote,"Knowledge of data science, skills to develop data management tools, organize and maintain databases and operate data visualization technologies.",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
53,Data Science Associate (Remote),Amazon.com Services LLC,+126 locationsRemote,"Bachelor/Master Degree students pursuing degrees in data science, statistics, applied math, computer science, engineering or other quantitative fields providing…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
54,newFAST Data Science Associate,Amazon.com Services LLC,+126 locationsRemote,"Unifying data and analytics talent across Chase, the team encompasses a variety of Data & Analytics disciplines, from data governance and data strategy…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
55,newRemote Data Scientist,Amazon.com Services LLC,+126 locationsRemote,"2 years of experience in data science, software engineering, analytics, and/or data production.Handles raw data and analyzes data through the application of…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
56,Research Engineer – Data Science,Amazon.com Services LLC,+126 locationsRemote,Scientifically analyze data provided from tests and experiments to gather knowledge and understanding of the subject of research.,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
57,Junior Data Scientist - Rockefeller Neuroscience Institute,Amazon.com Services LLC,+126 locationsRemote,Support the development of custom data models and algorithm on large data sets.This position will assist the data science team to carry out research and…,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
58,Part-Time Student-Data Analytics-Remote,Amazon.com Services LLC,+126 locationsRemote,"Identify business improvement projects through data analytics of key data streams like warranty, field & lab test, vehicle telematics, manufacturing data and…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
59,"Assistant Director, Data Science",Amazon.com Services LLC,+126 locationsRemote,"This role requires creative problem solving and the application of data science techniques to challenging problems, particularly focused on isolating causal…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
60,"ML Data Linguist , Search Science and AI",Amazon.com Services LLC,+126 locationsRemote,Handle data annotation and data analysis requests from multiple stakeholders with high efficiency and quality in a fast paced environment.,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
61,Data Scientist,Amazon.com Services LLC,+126 locationsRemote,Contribute to key interdisciplinary data science projects to create novel scientific and business insights by deploying the analytics model framework on a…,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
62,Data Science & Analytics,Amazon.com Services LLC,+126 locationsRemote,"As much as you’re a master at rigorous mining, culling and interpretation of big data, you’re equally at task to glean small but meaningful data insights and…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
63,Data Mentor (Part-time),Amazon.com Services LLC,+126 locationsRemote,Helping fellows optimize everything from their resumes to data science projects.3+ years of experience in the technology industry or in a related field as a…,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
64,Manager - Data Science,Amazon.com Services LLC,+126 locationsRemote,The Data Science team within FedEx Ground’s Financial Planning & Analysis department focuses on the following data science and machine learning applications:,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
65,"Data Analyst, Quality Data Science",Amazon.com Services LLC,+126 locationsRemote,Develop queries using SQL to aggregate and process data across multiple data sources.3+ years working experience as a data analyst or business data analyst.,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
66,Seasonal Assistant - Data Analyst,Amazon.com Services LLC,+126 locationsRemote,"Create new automation solutions for business data needs.The position will assist data-driven initiatives which primarily support Ticketing, Corporate…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
67,Data Science/ML Analyst - IPSA 9,Amazon.com Services LLC,+126 locationsRemote,"Knowledge of data science, skills to develop data management tools, organize and maintain databases and operate data visualization technologies.",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
68,Data Science Associate (Remote),Amazon.com Services LLC,+126 locationsRemote,"Bachelor/Master Degree students pursuing degrees in data science, statistics, applied math, computer science, engineering or other quantitative fields providing…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
69,newFAST Data Science Associate,Amazon.com Services LLC,+126 locationsRemote,"Unifying data and analytics talent across Chase, the team encompasses a variety of Data & Analytics disciplines, from data governance and data strategy…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
70,newRemote Data Scientist,Amazon.com Services LLC,+126 locationsRemote,"2 years of experience in data science, software engineering, analytics, and/or data production.Handles raw data and analyzes data through the application of…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
71,Research Engineer – Data Science,Amazon.com Services LLC,+126 locationsRemote,Scientifically analyze data provided from tests and experiments to gather knowledge and understanding of the subject of research.,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
72,Junior Data Scientist - Rockefeller Neuroscience Institute,Amazon.com Services LLC,+126 locationsRemote,Support the development of custom data models and algorithm on large data sets.This position will assist the data science team to carry out research and…,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
73,Part-Time Student-Data Analytics-Remote,Amazon.com Services LLC,+126 locationsRemote,"Identify business improvement projects through data analytics of key data streams like warranty, field & lab test, vehicle telematics, manufacturing data and…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
74,"Assistant Director, Data Science",Amazon.com Services LLC,+126 locationsRemote,"This role requires creative problem solving and the application of data science techniques to challenging problems, particularly focused on isolating causal…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
75,"ML Data Linguist , Search Science and AI",Amazon.com Services LLC,+126 locationsRemote,Handle data annotation and data analysis requests from multiple stakeholders with high efficiency and quality in a fast paced environment.,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
76,Data Scientist,Amazon.com Services LLC,+126 locationsRemote,Contribute to key interdisciplinary data science projects to create novel scientific and business insights by deploying the analytics model framework on a…,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
77,Data Science & Analytics,Amazon.com Services LLC,+126 locationsRemote,"As much as you’re a master at rigorous mining, culling and interpretation of big data, you’re equally at task to glean small but meaningful data insights and…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
78,Data Mentor (Part-time),Amazon.com Services LLC,+126 locationsRemote,Helping fellows optimize everything from their resumes to data science projects.3+ years of experience in the technology industry or in a related field as a…,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
79,Manager - Data Science,Amazon.com Services LLC,+126 locationsRemote,The Data Science team within FedEx Ground’s Financial Planning & Analysis department focuses on the following data science and machine learning applications:,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
80,"Data Analyst, Quality Data Science",Amazon.com Services LLC,+126 locationsRemote,Develop queries using SQL to aggregate and process data across multiple data sources.3+ years working experience as a data analyst or business data analyst.,Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
81,Seasonal Assistant - Data Analyst,Amazon.com Services LLC,+126 locationsRemote,"Create new automation solutions for business data needs.The position will assist data-driven initiatives which primarily support Ticketing, Corporate…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
82,Data Science/ML Analyst - IPSA 9,Amazon.com Services LLC,+126 locationsRemote,"Knowledge of data science, skills to develop data management tools, organize and maintain databases and operate data visualization technologies.",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
83,Data Science Associate (Remote),Amazon.com Services LLC,+126 locationsRemote,"Bachelor/Master Degree students pursuing degrees in data science, statistics, applied math, computer science, engineering or other quantitative fields providing…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
84,newFAST Data Science Associate,Amazon.com Services LLC,+126 locationsRemote,"Unifying data and analytics talent across Chase, the team encompasses a variety of Data & Analytics disciplines, from data governance and data strategy…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
85,newRemote Data Scientist,Amazon.com Services LLC,+126 locationsRemote,"2 years of experience in data science, software engineering, analytics, and/or data production.Handles raw data and analyzes data through the application of…",Posted27 days ago,2022-05-23,$30 - $60 an hour,https://www.indeed.com/rc/clk?jk=1bab5b8c7f586114&fccid=fe2d21eef233e94a&vjs=3
